timestamp,vehicle_id,stop
2025-05-23T08:00:05.033517,1302,TOOMPARK
2025-05-23T08:06:59.340662,1236,ZOO
2025-05-23T08:08:48.266821,1243,TOOMPARK
2025-05-23T08:17:16.011397,1114,ZOO
2025-05-23T08:20:22.396662,1236,TOOMPARK
2025-05-23T08:29:21.967120,1161,ZOO
2025-05-23T08:31:10.760541,1114,TOOMPARK
2025-05-23T08:38:40.763554,1477,ZOO
2025-05-23T08:44:22.771398,1161,TOOMPARK
2025-05-23T08:48:46.949923,1238,ZOO
2025-05-23T08:53:36.495005,1477,TOOMPARK
2025-05-23T08:59:07.158697,1813,ZOO
